country,continent,population,gdp_per_capita,life_expectancy,internet_users_pct,year
Malaysia,Asia,0.2,9649.0,77.4,41.2,2017
China,Asia,13.6,17591.0,73.4,96.8,2013
Senegal,Africa,,3063.0,63.2,34.3,2014
Myanmar,Asia,224.7,,80.9,25.6,2017
Madagascar,Africa,28.1,200.0,54.4,31.3,2024
Ivory Coast,Africa,,,70.5,61.9,2012
Indonesia,Asia,319.6,18575.0,71.8,,2012
Trinidad and Tobago,North America,49.9,15998.0,79.6,67.7,2012
Netherlands,Europe,0.2,60436.0,80.6,94.7,2018
Lebanon,Asia,11.4,200.0,68.4,70.0,2016
Country_007,South America,28.2,14047.0,72.0,89.8,2022
Country_009,Europe,0.2,9378.0,80.1,99.0,2012
Chad,Africa,40.2,5524.0,65.1,36.2,2023
Country_012,South America,0.2,28746.0,76.7,62.6,2024
New Zealand,Oceania,0.2,56951.0,86.0,73.8,2015
Syria,Asia,121.6,296.0,69.1,13.5,2020
Norway,Europe,0.2,36120.0,79.0,99.0,2023
  Country_010,South America,60.1,200.0,72.2,96.1,2015
Australia,Oceania,7.5,37568.0,,98.4,2012
Latvia,Europe,37.8,32700.0,77.4,83.4,2016
Bosnia and Herzegovina,Europe,3.9,63942.0,83.3,77.7,2015
Country_025,Africa,78.6,200.0,64.9,,2010
Algeria,Africa,25.1,,,36.8,2014
Iran,Asia,0.2,1177.0,,66.4,2015
New Zealand,Oceania,9.4,28841.0,86.0,59.3,2024
Country_010,South America,57.2,6731.0,61.1,67.0,2024
Country_027,Oceania,0.2,42768.0,85.5,78.1,2015
Honduras,North America,30.4,8504.0,80.0,,2014
Argentina,South America,54.4,7607.0,71.8,69.8,2015
Fiji,Oceania,5.4,15824.0,76.4,78.3,2015
Tunisia,Afrika,63.0,200.0,68.8,37.1,2020
Chile,South America,1.4,9355.0,72.8,45.2,2017
Ukraine,Europe,18.8,,75.6,79.2,2020
Honduras,North America,55.7,38731.0,71.9,68.4,2011
Greece,Europe,3.6,26504.0,,,2025
Romania,Europe,28.6,"64,236",81.8,89.6,2019
Saudi Arabia,Asia,0.2,7269.0,78.9,51.3,2013
Lithuania,Europe,12.1,24095.0,77.8,93.0,2015
Nepal,Asia,159.3,,69.8,50.6,2014
Zimbabwe,Africa,15.2,3558.0,63.2,37.4,2018
Serbia,Europe,0.2,30622.0,80.3,69.3,2019
Bangladesh,Asia,,5913.0,77.1,51.4,2012
Somalia,Africa,22.5,1401.0,53.3,41.4,2013
Finland,Europe,,30771.0,75.1,84.5,2010
Country_023,AF,,3589.0,61.4,32.0,2014
Country_019,Asia,112.3,17113.0,63.6,35.5,2011
Nepal,Asia,0.2,16421.0,62.3,15.6,2024
Ethiopia ,Africa,0.2,2223.0,54.0,1.0,2011
Russia,EUROPE,18.0,25911.0,74.9,99.0,2015
 Paraguay,South America,87.0,17800.0,72.5,95.6,2020
Senegal  ,Africa,20.8,200.0,58.1,10.7,2013
Burundi,Africa,45.5,4688.0,45.4,19.4,2024
Belgium,Europe,3.7,29584.0,73.7,85.5,2011
Burundi,Africa,16.2,965.0,66.9,74.8,2022
Senegal,Afrika,69.6,4787.0,66.5,39.9,2018
Uganda,Africa,53.6,1973.0,70.4,40.2,2012
Iceland,Europe,25.4,,78.4,92.9,2019
Country_020,Africa,,3391.0,63.5,58.2,2015
Kenya,Africa,17.1,842.0,56.9,38.3,2018
Poland,Europe,52.5,29576.0,78.0,80.1,2013
Country_007  ,South America,0.2,11366.0,82.9,58.9,2020
Sudan,Africa,10.9,4933.0,71.9,,2010
Madagascar,Africa,83.6,1746.0,68.7,34.6,2018
Jordan ,Asia,374.8,22718.0,73.2,37.4,2021
Djibouti,africa,76.6,2476.0,56.9,1.0,2023
Russia,Europe,32.0,,81.2,83.7,2019
Rwanda,Africa,44.7,3943.0,,15.8,2015
Czechia,Europe,14.2,37294.0,82.7,70.0,2016
Country_007,South America,22.4,15191.0,76.1,91.6,2016
Chile,South America,7.9,,78.8,56.4,2018
Country_006,Africa,56.6,3858.0,61.8,40.7,2010
New Zealand,Oceania,8.3,34661.0,76.2,86.1,2023
Country_031,South America,0.2,1874.0,74.5,88.8,2023
South Africa,Africa,0.2,2506.0,66.8,60.5,2014
Kosovo,Europe,25.7,31038.0,77.5,,2016
Country_018,Africa,20.0,4296.0,,46.7,2016
JAMAICA,North America,0.2,94103.0,75.4,96.6,2018
Country_002,Asia,121.8,31403.0,78.5,21.6,2020
Honduras,North America,63.1,46790.0,76.8,68.3,2024
Malaysia,Asia,0.2,7122.0,,1.0%,2016
Slovenia,Europe,17.1,18003.0,77.7,73.8,2024
North Korea,Asia,18.9,11256.0,82.7,90.7,2012
North Korea,AS,100.7,19271.0,64.4,6.6,2016
Palestine,Asia,0.2,18201.0,73.8,46.2,2012
Greece,Europe,11.8,20967.0,81.5,86.6,2017
Suriname,South America,101.7,8170.0,75.8,46.1,2010
Niger,Africa,30.8,200.0,58.8,28.0,2022
Kenya,Africa,19.0,2779.0,,42.4,2021
Botswana,Africa,0.2,1431.0,59.6,18.1,2019
Eswatini,Africa,18.4,200.0,63.6,34.2,2023
Oman,Asia,0.2,7147.0,69.5,1.0,2015
Tanzania,Africa,,2076.0,66.2,15.9,2017
Sri Lanka,Asia,0.2,11137.0,59.4,99.0,2024
Morocco,Africa,36.9,3827.0,66.1,48.3,2024
Country_014,Africa,0.2,2745.0,71.3,1.0,2020
Slovakia,Europe,25.8,18312.0,82.3,69.6,2022
Country_028,Oceania,0.6,35765.0,78.7,89.8,2018
Sri Lanka,Asia,,19904.0,79.6,41.7,2010
Guyana,South America,0.2,10680.0,66.1,63.7,2017
Hungary,Europe,0.2,20838.0,79.2,76.4,2010
Mongolia,Asia,3.7,3681.0,,86.9,2019
Chad,Africa,0.2,,65.8,23.6,2010
Ethiopia,Africa,3.2,4746.0,57.4,1.0,2025
Burundi,Africa,62.1,1755.0,65.3,40.6,2020
Germany,Europe,11.1,42618.0,,85.3,2017
Portugal,Eu rope,35.9,9957.0,81.9,88.8,2018
Panama,North America,0.2,38849.0,80.0,87.2,2022
Guatemala,North America,0.2,44899.0,79.3,87.0,2019
France,Europe,10.9,38776.0,77.9,98.7,2023
Chile,South America,0.2,4963.0,72.4,83.3,2010
Eswatini,Africa,79.9,200.0,62.0,36.4,2021
Ireland,Europe,10.6,31594.0,79.2,97.8,2014
Country_014,Africa,82.0,6182.0,62.6,9.5,2019
Bangladesh,Asia,203.2,6305.0,75.9,60.4,2021
Russia,Europe,17.7,40881.0,,82.1,2011
Fiji,Oceania,0.4,36701.0,81.5,73.2,2014
Tanzania,Africa,57.8,200.0,69.9,19.4,2022
Iran,Asia,119.5,7378.0,65.4,47.8%,2013
Iran,Asia,,6905.0,77.5,22.9,2025
Rwanda,Africa,29.4,200.0,,54.6,2022
Iran,Asia,0.2,200.0,69.7,39.5,2020
Dominican Republic,North America,8.5,54762.0,79.4,71.0,2025
Algeria,Africa,7.8,1323.0,,28.9,2018
Canada,North America,11.1,51167.0,74.9,64.5,2017
Niger,Africa,104.2,5980.0,,38.2%,2017
Indonesia,Asia,6.2,22772.0,74.4,32.7,2013
Ecuador,South Am.,0.2,24599.0,80.7,97.2,2025
Argentina,South America,15.4,15910.0,79.8,85.3,2020
Qatar,Asia,134.7,15823.0,73.5,,2018
Country_015,Africa,14.7,200.0,73.3,14.9,2017
Ethiopia,Africa,36.1,1799.0,67.9,12.2,2020
Nigeria,Afri ca,0.2,209.0,62.8,32.3,2022
Belarus,Europe,27.5,21784.0,78.6,83.8,2011
Jamaica,North America,63.4,10855.0,76.6,77.7,2014
Uganda,Africa,16.3,200.0,67.5,18.6,2014
Dominican Republic,North America,10.7,30119.0,76.6,77.0,2013
Country_001,Europe,42.7,34015.0,84.4,83.0,2010
Eritrea,Africa,0.2,200.0,,52.3,2019
Bahrain,Aisa,12.4,6265.0,75.4,55.2,2022
Qatar,Asia,197.6,,78.5,38.6,2016
Madagascar,Africa,28.4,200.0,52.2,25.2,2023
South Korea,Asia,0.2,815.0,80.1,72.8,2021
Trinidad and Tobago,North America,95.0,43579.0,73.5,75.1,2021
South Sudan,Africa,,2791.0,62.5,27.5,2015
Ivory Coast,Africa,,200.0,57.7,28.5,2018
Greece,Europe,17.4,61569.0,68.8,73.3,2013
Paraguay,South America,57.8,30445.0,70.9,63.5,2011
Angola,Africa,84.1,576.0,55.5,25.0,2024
Sweden,Europe,24.9,,78.2,77.6,2024
  Greece,Europe,36.4,25631.0,,,2011
Country_032,SA,11.6,18641.0,72.4,28.5,2012
Angola,Africa,24.9,3034.0,57.9,47.5,2012
Trinidad and Tobago,North America,34.1,42005.0,70.9,61.7,2020
PAKISTAN,Asia,134.4,8394.0,64.5,95.0,2011
Country_002,Asia,338.9,6451.0,70.8,45.8,2012
Country_022,North America,29.6,25856.0,79.7,67.7,2016
Cuba,North America,61.6,19549.0,77.5,99.0,2018
Qatar,Asia,0.2,13316.0,80.9,28.7,2020
Mozambique,Africa,56.6M,1906.0,65.0,1.0,2014
Senegal,Africa,14.7,5923.0,65.9,46.3,2021
Country_014,Africa,,432.0,,46.1,2017
Argentina,South America,78.4,2245.0,73.2,58.9,2010
Cameroon,AFRICA,27.7,1194.0,53.3,27.5,2021
Kuwait,Asia,31.5,692.0,74.6,56.6,2012
Angola,Africa,1.8M,1850.0,50.7,50.5,2015
Iraq,Asia,0.2,16834.0,73.1,76.0,2011
Ivory Coast,Africa,,200.0,59.8,42.5,2019
Serbia,Europe,0.2,45834.0,80.0,,2016
Australia,Oceania,6.8,55242.0,81.2,99.0,2024
Belize,North America,46.4,$32350,75.9,69.7,2011
Country_006,Africa,55.6,2272.0,60.2,39.1,2023
Country_012,South America,,200.0,81.3,57.4,2013
Country_022,North America,89.0,,80.8,60.4,2014
Namibia,Africa,14.3,2330.0,70.8,15.0,2010
Ukraine,Europe,9.9,39106.0,80.2,84.7,2023
Yemen,Asia,0.2,200.0,72.8,76.7,2022
Country_002,Asia,135.8,15561.0,,44.3,2013
Country_025,Africa,0.2,2812.0,57.7,22.0,2016
 Guyana,South America,27.9,,74.0,25.5,2010
Colombia,South America,8.4,24899.0,71.6,88.1,2023
Belgium,Europe,12.1,3490.0,82.5,77.3,2010
Rwanda,Africa,41.2,200.0,64.4,1.4,2012
Country_003,North America,18.2,41839.0,74.6,96.9,2022
Ukraine,Europe,2.9,61941.0,81.6,86.2,2014
Colombia,South America,37.1,23228.0,72.1,71.1,2015
Malta,Europe,24.8,23322.0,77.9,84.0,2014
Uruguay,South America,75.3,8741.0,78.5,84.4,2010
Botswana,Africa,13.7,3658.0,57.3,26.3,2021
Eswatini,Africa,24.3,2676.0,66.0,43.7,2015
Zambia,Africa,41.6,200.0,67.6,13.9,2014
Mozambique,Africa,42.8,200.0,74.8,,2010
Country_004,Oceania,0.2,47566.0,83.3,61.5,2015
New Zealand,Oceania,22.9,56457.0,79.4,73.0,2018
Slovenia,Europe,0.2,200.0,80.3,77.0,2011
Country_029,South America,0.9,$200,75.8,71.4,2024
Saudi Arabia,Asia,0.2,11620.0,69.0,74.9,2010
 Poland,Europe,,15120.0,74.2,73.0,2018
Tanzania,Africa,25.6,3134.0,62.5,50.9,2024
Turkey,Asia,0.2,12091.0,75.0,49.5,2014
Country_023,Africa,105.8,4747.0,68.8,35.1,2010
Czechia,Europe,3.8,51479.0,74.8,89.6,2024
Ghana,Africa,50.6,,53.3,37.2%,2025
Mali,Africa,47.5,200.0,61.0,21.8,2015
  Panama,north america,0.2,,71.3,66.8,2010
Country_010,South America,35.6,10304.0,76.8,70.1,2017
Country_029,South America,0.2,9188.0,83.4,88.6,2022
Country_014,Africa,30.0,6577.0,64.7,28.6,2010
Country_018,Africa,75.0,4566.0,52.0,5.2,2024
Somalia,Africa,,6439.0,60.1,47.7,2019
Peru,South America,,2954.0,70.3,64.1,2018
Panama,North America,12.3,17656.0,76.0,77.3,2024
Yemen,Asia,140.5,10462.0,70.9,99.0,2014
Ivory Coast,Africa,45.2,200.0,66.9,16.0,2025
North Macedonia,Europe,22.8,44452.0,82.1,99.0,2011
Mozambique,Africa,0.2,200.0,64.3,99.0,2015
Serbia,Europe,28.7,48709.0,84.3,81.1,2023
Malaysia,Asia,72.4,,,42.8,2022
Brazil,South America,,2585.0,77.0,52.2,2014
country_002,Asia,,21929.0,75.9,84.7,2018
Switzerland,EUROPE,0.2,37679.0,73.5,89.2,2018
Peru,South America,38.7,200.0,75.2,59.5,2020
UAE,Asia,0.2,11519.0,76.7,44.7,2013
Ethiopia,africa,0.2,$3212,68.8,16.9,2018
Israel,Asia,15116.5,200.0,70.7,54.1,2014
Madagascar,Africa,1.0,670.0,73.6,37.5,2021
country_008,Africa,27.7,1483.0,69.9,40.6,2025
Norway,Europe,8.4,38958.0,76.1,94.7,2021
Portugal,Europe,7.6,27529.0,75.5,80.2%,2019
North Korea,Asia,40.9,6540.0,85.1,78.6,2017
Mali  ,Africa,31.7,,48.0,32.0,2014
Iran,Asia,,36458.0,64.8,50.5,2021
Niger,Africa,36.0,687.0,59.6,32.4,2015
Vietnam,Asia,298.1,7309.0,62.5,67.1,2017
Sweden,Europe,40.4,43437.0,76.7,82.9,2019
North Korea,Asia,238.2,200.0,76.2,73.0,2021
Botswana,Africa,,2117.0,59.4,29.4,2016
Finland,Europe,0.2,11773.0,83.0,78.7,2014
Country_015,Africa,17.4,3464.0,67.7,13.8,2016
Lithuania,Europe,,23930.0,81.7,94.8,2023
Czechia,Europe,35.6,14157.0,74.7,78.7,2018
Belize,North America,4.4,40834.0,79.9,72.6,2024
Albania,Europe,35.8,38368.0,81.9,62.6,2013
Country_013,Asia,67.3,20336.0,77.7,1.0,2018
Czechia,Europe,32.0,6403.0,83.3,99.0,2012
United States,North America,0.7,19337.0,,85.0%,2013
Czechia,Europe,40.9,37023.0,71.3,53.1,2014
Country_024,South America,28.5,7929.0,64.1,73.0,2022
Uganda,Africa,39.0,200.0,55.2,,2025
Belgium,Europe,43.8,19183.0,84.5,84.1,2014
Jordan,Asia,255.5,200,73.1,62.2,2024
Cuba,North America,0.2,51112.0,73.5,99.0,2022
Country_001,Europe,12.0,200.0,78.6,97.3,2022
Country_015,Africa,50.2,3937.0,58.6,,2022
Jamaica,North America,14.1,52834.0,73.5,85.4,2019
Eritrea,Africa,24.1,4378.0,53.4,1.0,2015
Portugal,Europe,17.4,30866.0,79.4,88.5,2014
Singapore,Asia,145.3,17017.0,69.5,88.7%,2015
  Singapore,Asia,129.3,958.0,81.0,33.5,2010
Lebanon,Asia,5.3,19833.0,67.9,,2017
Latvia,Europe,21.5,40964.0,77.8,83.8,2021
Austria,Europe,71.0M,50335.0,,86.2,2024
Lesotho,Africa,34.9,552.0,75.2,29.2,2018
Country_032,South America,,7459.0,75.4,78.9,2020
Argentina,South America,63.1,5144.0,78.2,83.9,2022
Bolivia,South America,20.4,18383.0,72.7,55.8,2016
Denmark,Europe,12.4,"44,735",80.4,84.0,2018
Palestine,Asia,146.8,,70.7,52.3,2024
Lebanon,Asia,72.3,15726.0,69.6,,2022
Country_032,South America,43.5,$10706,77.5,92.1,2021
Cyprus,Europe,29.6,51473.0,76.0,89.7,2013
Country_022,north america,0.2,49775.0,70.2,56.3,2017
Country_011,Africa,87.4,3550.0,56.1,20.2,2019
Country_009  ,Europe,45.9,26962.0,82.4,83.5,2011
Afghanistan,Asia,105.5,200.0,72.9,58.8,2022
South Sudan,Africa,12.6,1472.0,65.3,54.1,2022
Ethiopia,Africa,89.4,200.0,66.6,54.7,2016
Country_029,SA,25.2,4961.0,75.5,50.0%,2015
Yemen,Asia,123.5,10862.0,66.0,14.4,2019
Rwanda,Africa,32.7,3335.0,58.8,1.0,2020
COUNTRY_009,Europe,20.8,25419.0,81.6,92.6%,2010
Austria,Europe,15.2,21435.0,83.8,58.9,2015
Country_013,Asia,0.2,7941.0,73.7,99.0,2014
Panama,North America,60.2,21747.0,85.2,76.6,2013
Netherlands,Europe,20.6,33261.0,74.1,89.9,2013
Bulgaria,Europe,46.2,29175.0,80.6,97.0,2022
Ghana,Africa,42.9,200.0,58.6,54.8,2018
Lesotho,Africa,39.8,6483.0,66.8,63.2,2024
Cyprus,Europe,42.0,25536.0,77.3,57.7,2010
Lesotho,Africa,27.6,2611.0,63.5,31.5,2013
Country_010,South America,9.0,9765.0,80.2,80.5,2012
Haiti,North America,26.5,36551.0,80.7,77.9,2010
Denmark,Europe,33.7,22767.0,81.9,89.8,2022
Estonia,Europe,0.2,45131.0,73.9,73.2,2025
Country_021,South America,31.8,4453.0,74.6,,2012
Suriname,South America,0.2,15835.0,,47.0,2022
Lithuania,Europe,5.3,43801.0,85.3,82.6,2014
Switzerland,Europe,26.7,4007.0,71.5,90.6,2011
Iceland,Europe,28.9,769.0,,63.1,2018
Country_001,Europe,62.4,41739.0,71.5,80.1,2019
Country_009,Europe,17.1,15881.0,78.7,,2016
 Malta,Europe,34.6,47120.0,75.1,84.4,2022
Luxembourg,Europe,30.5,47351.0,81.2,90.2,2023
Lithuania,Europe,16.6,15989.0,86.0,78.1,2016
Thailand,Asia,126.0,4825.0,74.2,99.0%,2019
UAE,Asia,113.5,3943.0,77.8,55.9,2024
Senegal,Africa,12.6,462.0,68.2,,2020
Oman,Asia,78.9,6763.0,78.0,34.9,2022
Cuba,North America,,60848.0,74.9,85.4,2019
Netherlands,Europe,17.8,65295.0,74.8,95.8,2014
Country_012,South America,24.0,33698.0,71.8,50.9,2018
Austria,Europe,10.1,31805.0,79.7,97.1,2019
Myanmar,Asia,41.0,10546.0,70.0,60.3,2019
NEW ZEALAND,Oceania,0.2M,36726.0,79.6,,2022
Myanmar,Asia,,7517.0,75.7,46.2,2016
Netherlands,Europe,0.2,47038.0,78.2,87.6,2025
Russia,Europe,0.2,23581.0,76.3,74.7,2014
Country_017,North America,0.2,44503.0,80.1,81.9,2016
Palestine,Asia,350.6,7982.0,78.4,92.1,2014
Eritrea,Africa,11.3,6782.0,67.6,56.8,2025
Ivory Coast,Africa,65.7,1627.0,60.0,22.3,2011
Turkey,Asia,239.2,200.0,70.5,58.5,2012
Yemen,Asia,466.0,200.0,69.8,32.9,2023
Country_028,Oceania,0.2,57080.0,76.2,73.1,2015
Cameroon,Africa,31.1,4938.0,62.3,1.0,2018
Uganda,Africa,26.1,1853.0,70.5,6.1,2021
Mozambique,Africa,29.1,9353.0,69.0,43.3,2021
Country_010,South America,33.9,,77.9,93.3,2025
Country_002,Asia,0.2,200.0,78.0,82.8,2010
Country_025,Africa,48.1,2419.0,59.1,4.1,2024
Mozambique,Africa,43.6,213.0,63.5,,2022
Norway,Europe,10.8,32861.0,76.1,88.2,2015
Country_008,Africa,31.8,1556.0,48.7,37.5,2015
Colombia,South America,40.8,6775.0,75.1,68.3,2025
Bangladesh,Asia,35.0,200.0,63.6,80.8,2013
Jamaica,North America,0.2,21637.0,75.1,71.7,2023
Romania,Europe,21.7,53252.0,79.5,84.2,2010
Costa Rica,North America,0.2,34533.0,84.3,78.7,2023
Israel,Asia,31.3,15484.0,66.8,65.4,2018
Country_032,South America,40.4,20140.0,76.0,85.0,2013
Lithuania,Europe,12.0,31090.0,80.5,97.8,2022
Ethiopia,Africa,0.6,1308.0,52.8,30.7,2014
Country_009,Europe,15.9,63508.0,81.6,89.8,2023
Australia,Oceania,15.2,41820.0,,94.1,2025
Country_011,Africa,104.4,200.0,50.5,61.0,2017
Philippines,Asia,89.1,10519.0,70.4,36.5,2011
Serbia,Europe,53.2,33128.0,,77.4,2013
Spain,Europe,0.3,25648.0,82.5,87.1,2012
Country_002,AS,129.1,8446.0,71.9,55.1,2025
Colombia,South America,,,77.1,72.5,2014
Iraq,Asiya,0.2,1885.0,79.6,40.4,2013
Oman,Asia,,16998.0,73.9,38.3,2018
Zambia,Africa,0.2,2886.0,70.8,51.4,2022
Estonia,Europe,0.2,15084.0,,95.0,2022
Kosovo,Europe,23.1,45232.0,82.2,84.1,2011
Lebanon,Asia,102.5,5473.0,64.9,42.3,2019
Nepal,Asia,46.9,5507.0,77.9,28.8,2018
Djibouti,Africa,56.1,,62.6,13.5,2012
Zimbabwe,AFRICA,64.4,200.0,65.5,25.6,2011
North Macedonia,Europe,13.8,19099.0,82.0,99.0,2019
Country_018,Africa,44.5,4657.0,64.6,46.4,2018
Rwanda,Africa,12.9,2598.0,58.2,15.2,2019
Belize,North America,22.1,52765.0,76.9,75.5,2012
QATAR,Asia,17.5,1240.0,78.0,34.2,2011
North Macedonia,Europe,21.1,38077.0,85.0,92.1,2024
Somalia,Africa,0.2,2987.0,75.6,36.5,2021
Algeria,Africa,78.9,200.0,53.9,1.0,2022
Myanmar,Asia,76.7,24970.0,79.8,60.7,2020
Luxembourg,Europe,12.8,33464.0,78.6,95.4,2017
United Kingdom,EU,23.4,$26529,76.0,99.0,2010
Country_026,Asia,210.8,200.0,79.1,4.2,2010
Country_025,Africa,29.9,200.0,,33.8,2025
Country_022,North America,42.4,30195.0,78.8,72.6,2025
Serbia,Europe,,9935.0,78.4,97.5,2010
Country_012,South America,0.2,,74.8,93.1,2022
Cyprus,Europe,30.9,33506.0,,98.0,2017
Turkey,Asia,209.0,7924.0,68.5,68.3,2013
Samoa,Oceania,0.2,19659.0,83.9,,2025
palestine,Asia,120.9,5811.0,71.2,46.0,2025
Lesotho,Africa,,6709.0,60.3,35.2,2010
Country_007,South America,57.6,16107.0,71.2,62.1,2011
El Salvador,North America,59.2,$12601,75.2,66.7,2016
Libya,Africa,45.7M,2147.0,52.5,7.7,2025
Eswatini,Africa,53.4,$2758,69.4,8.8,2013
Sweden,Europe,0.2,524758.3966494761,,94.7,2014
South Korea,Asia,0.2,,,55.4,2017
Country_026,Asia,0.2,1650.0,75.0,26.1,2017
El Salvador,North America,0.2,24684.0,77.7,75.3,2015
El Salvador,North America,0.2,,67.2,97.2,2019
Suriname,South America,57.0,28730.0,,64.6,2016
Niger,Africa,38.9,1256.0,65.8,,2014
Country_028 ,Oceania,7.0,39004.0,81.2,,2024
Bulgaria,Europe,20.4,17567.0,79.7,79.6,2010
Slovenia,Europe,11.8,39705.0,77.4,81.8,2013
China,Asia,0.2,13976.0,81.5,73.3,2016
Country_004,Oceania,,38510.0,80.7,84.1,2019
Switzerland,Europe,35.6,28320.0,78.8,99.0,2021
Country_018,Africa,44.3,200.0,65.4,17.4%,2020
Thailand,Asia,260.4,16145.0,,11.8,2023
Honduras,North America,0.2,33443.0,79.1,,2023
Australia,Oceania,13.7,49650.0,81.7,,2023
South Korea,ASIA,0.2,10622.0,72.5,49.0,2010
France,Europe,18.3,5957.0,72.8,87.6,2014
Country_018 ,Africa,0.2,3910.0,66.9,14.6,2014
JAPAN,Asia,,19829.0,72.8,43.7,2014
Malta,Europe,0.2,,82.3,80.3,2025
Sudan,Africa,,200.0,65.5,44.3,2019
Country_024,South America,34.2,"1,357",72.6,78.4,2024
Pakistan,Asia,181.7,200.0,74.5,80.5,2014
Ukraine,Europe,34.9,,83.7,96.2,2024
Saudi Arabia,Asia,230.9,6976.0,71.6,88.5,2025
Austria,Europe,27.3,22744.0,84.4,83.3,2022
Indonesia,Asia,0.2M,1544.0,75.2,74.5,2010
South Africa,africa,0.2,200.0,56.3,1.0,2017
China ,Asia,0.2,7233.0,83.4,,2025
Portugal,Europe,30.6,33711.0,81.0,82.2,2015
Italy,Europe,7.7M,14453.0,82.8,82.7,2025
Eswatini,Africa,0.2,200.0,59.5,76.7,2010
Sri Lanka,Asia,0.2,"11,907",74.9,67.2,2019
Country_013,Asia,29.9,21890.0,68.1,8.0,2013
Malta,Europe,5.9,39480.0,,,2010
South Korea,Asia,0.2,14143.0,67.6,26.7%,2014
ecuador,South America,19.0,200.0,65.2,84.8,2021
Portugal,Europe,5.0M,32175.0,77.9,,2024
Oman,Asia,370.9,,74.5,43.3,2010
Djibouti,Africa,8.9,2487.0,55.0,46.8,2014
UAE,Asia,61.3,3611.0,77.3,88.2,2014
Country_023,Afrika,49.7,1235.0,61.2,41.2,2021
Chile,South Am.,30.4,941.0,73.8,83.3,2016
Germany,Eu rope,0.2,377171.0715731699,81.1,96.8,2019
Costa Rica,North America,19.7,26677.0,75.2,88.9,2012
Lebanon,Asia,82.3,26427.0,53.6,18.2,2024
Djibouti,Africa,,411.0,58.7,27.9,2017
Iran,Asia,143.3,3285.0,,67.0,2010
Country_021,South America,49.6,12722.0,74.8,,2023
Country_019,Asia,0.2,14143.0,76.5,26.2,2016
Belize,North America,16.5,58068.0,70.0,68.8,2019
Sri Lanka,Aisa,124.0,200.0,79.2,78.5,2021
Mali,Africa,36.5,587.0,53.1,,2011
Cameroon,Africa,63.6,4403.0,63.0,43.6,2022
Ethiopia,Africa,55.0,1392.0,69.0,,2024
Philippines,Asia,23.4,11392.0,79.7,58.9,2025
Israel,Asia,,4876.0,,73.4,2022
Kuwait,Asia,0.2,200.0,80.7,42.2%,2015
Switzerland,Eur0pe,12.6,36717.0,72.2,99.0,2013
Spain,Eur0pe,29.9,32934.0,78.1,54.5,2016
Somalia,Africa,36.0,2697.0,52.9,63.4,2014
CROATIA,Europe,32.0,52862.0,86.0,83.0,2021
Country_007,South America,49.7,13030.0,74.9,57.9,2017
Germany,Europe,33.9,42440.0,79.7,82.6,2015
Syria,Asia,126.3,11530.0,71.2,94.9,2015
Iraq,Aisa,255.5,2930.0,66.3,39.9,2019
Canada,North America,12.9,"20,685",78.5,92.0,2013
Country_010,South America,42.5,31985.0,71.7,64.6,2010
Country_010,South America,0.2,14516.0,73.9,75.9,2019
Samoa,oce ania,0.2,35337.0,77.2,78.4,2015
Portugal,Europe,27.1,30010.0,86.0,59.4,2022
India,Asia,0.2,7510.0,72.5,42.9,2024
Tanzania,Africa,19.4,3977.0,63.8,46.4,2012
Turkey,Asiya,194.8,18242.0,65.0,67.7,2015
Chile,South America,72.2,3306.0,84.8,90.7,2024
Costa Rica,North America,95.0,41537.0,72.8,90.8,2025
Syria,Asia,472.0,16958.0,70.8,73.7,2011
Italy,Europe,0.2,49988.0,80.0,77.9,2021
Netherlands,Europe,17.0,29012.0,81.3,92.3,2024
Venezuela,South America,14.0,10373.0,82.5,80.5,2012
Vietnam,Asia,0.2,1427.0,81.5,59.7,2021
Mozambique,africa,22.2,200.0,61.1,13.6,2025
Country_011,Africa,11.0,200.0,54.5,49.8,2010
Kenya,Africa,22.4,200.0,66.0,48.2,2013
Iraq,Asia,0.2,10309.0,68.6,85.0,2022
  Ethiopia,Africa,,200.0,59.0,24.8,2013
Country_027 ,Oceania,3.1,52560.0,75.5,78.5,2020
Eswatini,Africa,0.2,3990.0,60.3,36.5,2022
Malaysia,Asia,81.4,1209.0,65.4,61.4,2018
Cuba,North America,51.1M,47003.0,79.5,63.1,2011
Colombia,South America,50.2,14873.0,70.4,61.6,2012
Madagascar,Africa,0.2,200.0,60.5,37.9,2019
United States,North America,0.2,50626.0,78.1,86.2,2019
Bolivia,South America,58.8,13193.0,79.8,72.8,2017
Ivory Coast,Africa,49.8,,58.3,17.0,2015
Bahrain,Asia,84.7,2835.0,69.3,34.4,2010
Iceland,Europe,0.2,56709.0,80.6,99.0,2011
Sudan,Africa,4.0,2991.0,54.2,59.8,2020
Cyprus,Europe,20.2,42591.0,81.4,90.0,2016
Sri Lanka,Asia,124.2,8950.0,76.7,64.1,2011
Country_030,Africa,0.2,,51.4,20.2,2011
Sweden,Europe,8.0,47996.0,75.0,99.0,2012
India,Asia,127.5,,,61.5,2019
Guatemala,North America,32.8,103108.0,77.2,67.7,2024
Costa Rica,North America,24.5,26797.0,82.0,86.4,2018
Suriname,South America,18.6,16962.0,71.5,72.2,2011
Djibouti,Africa,0.2,200.0,55.8,24.8,2025
Country_016,North America,58.5,16535.0,76.6,77.6,2023
Uruguay,South America,12.2,16157.0,76.3,26.2,2016
